# SAT_NAME
#
#                  LINE 1                                             |                 LINE 2                                                |      DERIVED PARAMETERS
# --------------------------------------------------------------------+-----------------------------------------------------------------------+------------------------------------------------------------------------------------------------------------------------------
# NORAD  COSPAR     TLE_EPOCH      MEANMOT1 MEANMOT2   BSTAR  #  REV  |   NORAD    INC     RAAN     ECC    ARGPER  MEANANOM   MEANMOT     REV |  CAL_DATE              LONG     PERIOD        SMA         PERIGEE        APOGEE      INC_X      INC_Y      ECC_X      ECC_Y
# ------ ------   -------------- ----------  -------  ------- -- ----     -----  ------- -------- ------- -------- -------- -----------  ----   ------------------- ---------  --------  ------------  ------------   ----------- ---------- ----------  ---------  ---------   
1 22526U 92091  E 93052.92666468  .16015925 +31800-4 +63714-2 0  9992 | 2 22526 064.6038 081.3436 0072763 118.7938 244.6232 16.16574461000366 | 1993/02/21-22:14:23   40.6731   89.0772     6607.0060     6126.2604     7087.7515   9.723425  63.867879  -0.068315  -0.025050
1 22527U 92091  F 93058.12248680  .10464127 +30999-4 +51508-2 0  9995 | 2 22527 064.5836 063.7832 0111027 105.3912 262.5243 16.07540525001172 | 1993/02/27-02:56:22  129.3522   89.5778     6631.7359     5895.4341     7368.0376  28.531027  57.939812  -0.109051   0.020853
1 22528U 93010H   98322.45244752  .81594232  28474-5  56296-3 0  9994 | 2 22528 064.0293 294.4209 0287453 207.9062 293.5792 15.97497512 95034 | 1998/11/18-10:51:31  144.2588   90.1410     6659.5014     4745.2077     8573.7951  26.472056 -58.300785  -0.227523   0.175678
1 22529U 92091  G 93054.45509810  .11661259 +29600-4 +72976-2 0  9999 | 2 22529 064.7607 076.3229 0133189 105.7236 264.3963 16.00645870000684 | 1993/02/23-10:55:20  230.7334   89.9637     6650.7660     5764.9571     7536.5749  15.312656  62.924326  -0.133104  -0.004756
1 22530U 93012  A 93086.10789548  .00024147 +00000-0 +32864-3 0  9999 | 2 22530 051.6202 271.5120 0001932 121.2841 238.8831 15.57461703005212 | 1993/03/27-02:35:22  311.7026   92.4581     6773.1432     6760.0575     6786.2289   1.362067 -51.602227   0.001624   0.001046
1 22531U 93012  B 93054.41846775  .13039921 +56800-4 +43047-3 0  9993 | 2 22531 051.6290 070.4982 0012168 094.3164 266.0248 16.43615108000275 | 1993/02/23-10:02:35  233.1138   87.6118     6534.3405     6454.8306     6613.8503  17.235643  48.667096  -0.011743   0.003187
1 22532U 70025QN  25292.27702994  .00001811  00000-0  21224-2 0  9992 | 2 22532 100.0878 104.6514 0004227 118.6523 315.0741 13.69825512619663 | 2025/10/19-06:38:55  309.3493  105.1229     7378.3345     7347.1463     7409.5227 -25.315947  96.833210  -0.003076  -0.002899
1 22533U 70025QP  25291.97174439  .00002059  00000-0  23387-2 0  9993 | 2 22533 100.0928  98.7401 0004077 137.3960  14.2475 13.71545839620235 | 2025/10/18-23:19:18  127.1398  104.9910     7372.1635     7342.1072     7402.2198 -15.209362  98.930500  -0.002272  -0.003385
1 22534U 93011D   99335.42018890 +.01274763 +00000-0 +32264-2 0  9990 | 2 22534 030.8741 127.5563 0000010 138.8306 221.2354 15.92025112373550 | 1999/12/01-10:05:04   93.4726   90.4508     6674.7535     6674.6868     6674.8203 -18.819021  24.475590  -0.000001  -0.000010
1 22535U 92070F   05008.67467818  .06072839  74207-5  18504-2 0  9995 | 2 22535 041.0719 113.8073 0062811 273.7121 088.4967 16.20365001491566 | 2005/01/08-16:11:32  235.1782   88.8689     6596.6980     6182.3528     7011.0432 -16.579160  37.577020   0.055704   0.029022
1 22536U 78094  C 93069.71222267  .08442193 +00000-0 +24461-1 0  9991 | 2 22536 081.1356 152.6766 0015428 317.6984 040.9529 15.92690401788666 | 1993/03/10-17:05:36  273.4513   90.4131     6672.8946     6569.9452     6775.8440 -72.083288  37.242249  -0.005371   0.014463
1 22537U 92093GX  25291.89719053  .00004180  00000-0  21193-2 0  9994 | 2 22537  71.1671  90.6514 0096782  66.6260 294.5007 14.14131275670321 | 2025/10/18-21:31:57  258.8324  101.8293     7223.4060     6524.3103     7922.5016  -0.809087  71.162501  -0.089270   0.037384
1 22538U 92093GY  03302.27713333 +.10000957 +00000-0 +52411-1 0  9996 | 2 22538 070.9069 264.4990 0024840 173.8851 186.2659 15.75252042553966 | 2003/10/29-06:39:04  232.3084   91.4139     6722.0511     6555.0753     6889.0268  -6.797357 -70.580340   0.005002   0.024331
1 22539U 92093GZ  98267.68596839  .06950473  69806-1  26993-1 0  9994 | 2 22539 071.0793 017.1145 0022360 296.8968 070.1644 15.91322139310080 | 1998/09/24-16:27:47  226.0765   90.4908     6676.7191     6527.4277     6826.0105  67.931807  20.917373   0.015536  -0.016081
1 22540U 92093HA  00226.27392307 +.07337458 +00000-0 +41129-1 0  9994 | 2 22540 070.9588 172.7229 0014507 180.9109 179.8422 15.74522633402622 | 2000/08/13-06:34:26  247.1448   91.4563     6724.1269     6626.5800     6821.6738 -70.387237   8.988220   0.014418  -0.001609
1 22541U 92093HB  98253.18090584  .10854403  00000-0  76746-1 0  9995 | 2 22541 070.9832 240.5081 0032370 157.8108 202.4928 15.73014971298004 | 1998/09/10-04:20:30  173.3211   91.5439     6728.4228     6510.6237     6946.2218 -34.945066 -61.785573   0.025397   0.020071
1 22542U 92093HC  00196.49587448  .11814770  00000-0  43976-1 0  9992 | 2 22542 070.6662 222.0202 0025368 264.1222 098.6517 15.82128870397172 | 2000/07/14-11:54:03  246.3785   91.0166     6702.5584     6532.5279     6872.5889 -52.498547 -47.303429  -0.014962   0.020486
1 22543U 92093HD  25234.53282934  .03381449  11354-1  13107-1 0  9991 | 2 22543  71.3199  69.9164 0020845 256.0343 103.8555 15.89491702681700 | 2025/08/22-12:47:16   93.0933   90.5950     6681.8440     6542.5610     6821.1270  24.490603  66.983121   0.017271  -0.011671
1 22544U 92093HE  25057.42005374  .08082783  18411+0  39315-1 0  9996 | 2 22544  71.1936 221.7893 0022352 318.4905  41.4612 15.91403260647772 | 2025/02/26-10:04:52   85.9885   90.4862     6676.4922     6527.2592     6825.7252 -53.081981 -47.442934  -0.022352  -0.000109
1 22545U 92093HF  25290.22154302  .00001486  00000-0  16208-2 0  9996 | 2 22545  71.5623 222.5417 0389847 218.2606 139.0231 13.45554163589740 | 2025/10/17-05:19:01  245.9004  107.0191     7466.7977     4555.8890    10377.7064 -52.726061 -48.385176   0.062314   0.384835
1 22546U 92093HG  25059.96498580  .09454563  18839+0  36030-1 0  9999 | 2 22546  71.3198  51.1650 0011580 164.1157 196.0426 15.94164673658483 | 2025/02/28-23:09:34   95.0901   90.3294     6668.7800     6591.5555     6746.0044  44.723203  55.554918  -0.009453  -0.006688
1 22547U 92093HH  24013.09865508  .22549395  33107-5  13047-1 0  9998 | 2 22547  71.3652 267.8498 0012605 192.2597 167.8329 16.18493227616180 | 2024/01/13-02:22:03  239.6514   88.9716     6601.7831     6518.5676     6684.9986  -2.677570 -71.314952  -0.002213   0.012409
1 22548U 92093 HJ 93139.30535353  .13618559 +00000-0 +44103-1 0  9997 | 2 22548 071.3451 251.0736 0037313 311.2564 048.5589 15.89356535020862 | 1993/05/19-07:19:42   96.0117   90.6027     6682.2228     6432.8890     6931.5566 -23.141019 -67.487899  -0.034515  -0.014177
1 22549U 92093HK  25292.26627954  .00005615  00000-0  25001-2 0  9993 | 2 22549  71.2482 348.9228 0095285 202.3104 157.3867 14.20828462677605 | 2025/10/19-06:23:26  135.2264  101.3493     7200.6894     6514.5717     7886.8070  69.920789 -13.689021  -0.093460  -0.018562
1 22550U 92093HL  13349.21378823  .09003186  00000-0  48252-1 0  9990 | 2 22550 071.1565 029.7269 0030971 022.5716 337.6844 15.75056999 88163 | 2013/12/15-05:07:51  131.0042   91.4253     6722.6060     6514.4002     6930.8118  61.792220  35.284120   0.018940   0.024504
1 22551U 92093HM  25291.96690647  .00000248  00000-0  20328-3 0  9996 | 2 22551  70.8642 180.4144 0094951 347.5234  12.3528 13.97038740669815 | 2025/10/18-23:12:20  195.4864  103.0752     7282.2046     6590.7520     7973.6572 -70.862347  -0.512531  -0.092855   0.019842
1 22552U 92093HN  23051.01089461  .02423850  00000-0  15375-1 0  9995 | 2 22552  71.0283  40.7089 0009257 162.9310 197.2208 15.73335474582176 | 2023/02/20-00:15:41  112.7461   91.5253     6727.5090     6665.2324     6789.7855  53.841798  46.325805  -0.008480  -0.003712
1 22553U 92093HP  16014.79463720  .05869511  17106+0  10083-1 0  9992 | 2 22553  71.3535 155.4566 0016225 346.6594  13.4201 16.11311893211940 | 2016/01/14-19:04:16  244.2212   89.3682     6621.3839     6513.9519     6728.8158 -64.906489  29.638988  -0.012806   0.009963
1 22554U 92093HQ  25044.19248519  .03229229  00000-0  17074-1 0  9994 | 2 22554  71.3555 338.7491 0014537 173.5218 186.6182 15.76590836664477 | 2025/02/13-04:37:10  233.8780   91.3363     6718.2451     6620.5820     6815.9082  66.503481 -25.862992  -0.012868   0.006764
1 22555U 92093HR  14110.58540140  .06328807  50164-1  33729-1 0  9992 | 2 22555 070.4404 184.7019 0029245 320.0740 041.0680 15.84280262105348 | 2014/04/20-14:02:58  233.4818   90.8930     6696.4891     6500.6503     6892.3279 -70.203345  -5.774109  -0.023890   0.016868
1 22556U 92093HS  02037.06667145 +.06180269 +00000-0 +63752-1 0  9996 | 2 22556 070.6087 278.8843 0025597 191.5373 171.8075 15.59852213470491 | 2002/02/06-01:36:00  237.7977   92.3164     6766.2214     6593.0265     6939.4164  10.904784 -69.761552  -0.008931   0.023988
1 22557U 93013A   25291.77409171  .00000121  00000-0  00000-0 0  9996 | 2 22557  13.9741 346.9012 0005160 187.5415 163.0716  1.00343131119254 | 2025/10/18-18:34:41  328.6593 1435.0758    42144.7429    41927.2761    42362.2098  13.610504  -3.166963  -0.005136   0.000500
1 22558U 93013  B 93086.41512563  .18929036 +61205-4 +17487-3 0  9997 | 2 22558 051.6513 215.9882 0004794 291.0598 069.1357 16.51162961000388 | 1993/03/27-09:57:46  118.1038   87.2113     6514.4119     6483.1818     6545.6420 -41.793031 -30.351266  -0.004023   0.002608
1 22559U 93013  C 93084.46297125 -.00007918 +54700-4 +00000-0 0  9995 | 2 22559 051.6450 227.0098 0010640 082.9807 277.5392 16.33638200000073 | 1993/03/25-11:06:40  122.0581   88.1468     6560.9177     6491.1095     6630.7258 -35.215344 -37.776786   0.006838  -0.008152
1 22560U 74089FG  01273.57977764 +.99999999 +00000-0 +14771-0 0  9990 | 2 22560 101.5723 144.8475 0014604 146.6635 213.5545 15.90845756316268 | 2001/09/30-13:54:52   73.0368   90.5179     6678.0519     6580.5257     6775.5782 -83.047798  58.480727   0.005355  -0.013587
1 22561U 93014A   25292.05281141  .00000160  00000-0  64666-4 0  9994 | 2 22561  75.7631  44.1236 0193138   6.5231 353.8368 14.22511082689576 | 2025/10/19-01:16:02    2.3039  101.2294     7195.0100     5805.3802     8584.6399  54.385753  52.746917   0.122469   0.149344
1 22562U 93014B   25292.21383912  .00000598  00000-0  20367-3 0  9996 | 2 22562  75.7625 199.6319 0161567  74.5643 287.3297 14.30473012697379 | 2025/10/19-05:07:55  263.3902  100.6660     7168.2872     6010.1285     8326.4458 -71.358467 -25.454383   0.011822  -0.161134
1 22563U 93015A   25292.19148353 -.00000201  00000-0  00000-0 0  9994 | 2 22563  25.2260  76.0551 0003804 209.8248 148.5573  0.99254645122304 | 2025/10/19-04:35:44   22.4089 1450.8137    42452.3055    42290.8169    42613.7941   6.079180  24.482538   0.001041  -0.003659
1 22564U 93015B   00006.12665519 +.31260755 -94476-5 +62415-3 0  9994 | 2 22564 027.1634 237.4282 0046017 036.7352 323.9118 16.41138960240413 | 2000/01/06-03:02:23  272.5415   87.7439     6540.9115     6239.9183     6841.9046 -14.623582 -22.891072   0.003341  -0.045896
1 22565U 93016A   25291.91174128 -.00000202  00000-0 -83060-4 0  9998 | 2 22565  70.7719 103.3582 0008288 270.6217  89.3953 14.12405253679282 | 2025/10/18-21:52:54  252.4879  101.9537     7229.2896     7169.3733     7289.2060 -16.351009  68.857144   0.008043   0.002002
1 22566U 93016B   25292.07078259  .00000253  00000-0  15447-3 0  9992 | 2 22566  71.0067 152.6213 0010407 191.2686 168.8206 14.15277651682139 | 2025/10/19-01:41:55  260.5643  101.7468     7219.5048     7144.3714     7294.6382 -63.052984  32.653830   0.009998  -0.002888
1 22567U 93014C   25292.10237745  .00002790  00000-0  72444-3 0  9990 | 2 22567  75.7499 138.6421 0145371   3.1736 102.5922 14.43831181699189 | 2025/10/19-02:27:25  180.2721   99.7347     7124.0052     6088.3815     8159.6290 -56.857632  50.052543  -0.114265   0.089867
1 22568U 93014D   25292.27984851  .00003074  00000-0  78634-3 0  9999 | 2 22568  75.7440 116.7020 0146331 352.9698  60.5827 14.44408395699766 | 2025/10/19-06:42:58  318.4901   99.6948     7122.1072     6079.9221     8164.2923 -34.035580  67.666334  -0.049260   0.137791
1 22569U 93013  E 93293.04285415  .49519348 +29699-4 +85218-2 0  9993 | 2 22569 046.8425 160.7051 0952429 069.5306 303.5579 14.31521086001212 | 1993/10/20-01:01:42  230.1382  100.5923     7164.7880      340.8361    13988.7398 -44.211374  15.478185  -0.609203  -0.732115
1 22570U 93013  F 93272.06804952  .47395897 +30100-4 +17377-2 0  9996 | 2 22570 046.8267 146.3533 0935294 080.4743 291.7443 14.32559724000961 | 1993/09/29-01:37:59  233.7565  100.5194     7161.3244      463.3807    13859.2682 -38.981819  25.945282  -0.639924  -0.682108
1 22571U 92093HT  25291.59111071  .00051295  00000-0  75507-2 0  9992 | 2 22571  71.3353 149.5187 0060482 262.2513  97.1772 14.73858644669427 | 2025/10/18-14:11:11   91.1729   97.7027     7026.9137     6601.9119     7451.9155 -61.476388  36.185339   0.037427   0.047511
1 22572U 92093HU  04111.98574356 +.08280633 +25024-0 +25683-1 0  9993 | 2 22572 070.6722 081.5387 0017534 184.1473 179.8636 16.00782811574510 | 2004/04/20-23:39:28  118.7095   89.9560     6650.3867     6533.7788     6766.9946  10.398803  69.902967  -0.001319  -0.017484
1 22573U 92093HV  12159.51735172  .05792516  66996-1  20761-1 0  9990 | 2 22573 070.9518 339.6904 0025561 235.0841 126.7623 15.94449610 15621 | 2012/06/07-12:24:59  101.0124   90.3133     6667.9854     6497.5451     6838.4258  66.540783 -24.626858  -0.020996  -0.014579
1 22574U 92093HW  25289.60222286  .00002640  00000-0  12989-2 0  9990 | 2 22574  71.0878   5.9532 0123825 148.4383 282.4063 14.14549162666717 | 2025/10/16-14:27:12  165.3623  101.7992     7221.9833     6327.7212     8116.2453  70.704420   7.372949  -0.111661   0.053520
1 22575U 93016C   25292.28916999  .00000242  00000-0  26348-3 0  9997 | 2 22575  71.0065  48.3830 0203728 148.8915 237.6495 13.73330278631144 | 2025/10/19-06:56:24   57.1855  104.8546     7365.7761     5865.1612     8866.3909  47.158829  53.084535  -0.194538  -0.060497
1 22576U 93016D   25292.31176720  .00000371  00000-0  38445-3 0  9996 | 2 22576  70.9994  25.2398 0199683 181.5941 237.4756 13.73515432631576 | 2025/10/19-07:28:56   55.9572  104.8405     7365.1141     5894.4260     8835.8022  64.221163  30.274692  -0.178181  -0.090138
1 22577U 93016E   25292.31190125  .00000341  00000-0  10744-3 0  9991 | 2 22577  71.0379 133.9349 0113638 100.8192  70.5063 14.43793251714278 | 2025/10/19-07:29:08  195.0547   99.7373     7124.1300     6314.5581     7933.7019 -49.288979  51.156424  -0.065579  -0.092806
1 22578U 93016F   25292.33545928  .00001378  00000-0  32296-3 0  9996 | 2 22578  71.0634 322.0250 0110218 257.6440 187.4614 14.52805640720322 | 2025/10/19-08:03:03  101.6888   99.1186     7094.6367     6312.6801     7876.5934  56.017808 -43.726559  -0.084840  -0.070358
1 22579U 93016G   25292.29578404  .00000988  00000-0  27100-3 0  9991 | 2 22579  71.0268 109.8788 0100699  96.9671 322.2544 14.46688018714566 | 2025/10/19-07:05:55  325.3968   99.5377     7114.6234     6398.1880     7831.0589 -24.151357  66.794598  -0.089846  -0.045475
1 22580U 93016H   00139.00362032 +.50838876 +00000-0 +36271-1 0  9990 | 2 22580 071.1193 295.1363 0014042 293.9179 079.6659 16.06532347377704 | 2000/05/18-00:05:12  288.5739   89.6340     6634.5101     6541.3483     6727.6719  30.209563 -64.384293  -0.009202  -0.010606
1 22581U 93017A   25291.03707494 -.00000056  00000-0  00000-0 0  9993 | 2 22581  54.3580 306.8854 0001082 105.4693 257.5642  1.88946682 84610 | 2025/10/18-00:53:23   90.2022  762.1198    27638.1516    27608.2471    27668.0561  32.626565 -43.477574   0.000661   0.000857
1 22583U 93017C   99124.85512892 +.28870860 +27984-5 +62091-3 0  9990 | 2 22583 036.1343 075.1799 0003390 137.9570 223.3632 16.46852472328972 | 1999/05/04-20:31:23   93.6303   87.4395     6525.7742     6503.6518     6547.8966   9.242609  34.932246  -0.002839  -0.001853
1 22584U 93017D   99041.54405435  .68433681  93542-6  81510-3 0  9990 | 2 22584 034.4372 121.2033 0082116 073.7274 287.2365 16.37555284136599 | 1999/02/10-13:03:26  213.8610   87.9360     6550.4509     6012.5541     7088.3477 -17.841096  29.455323  -0.079344  -0.021157
1 22585U 93018  A 94342.80998250  .17165579 +37445-4 +13971-3 0  9998 | 2 22585 064.9697 096.3532 0011659 251.3546 109.2080 16.51675358096238 | 1994/12/08-19:26:22  271.9964   87.1842     6513.0645     6437.1287     6589.0004  -7.189363  64.570697   0.011392  -0.002482
1 22586U 93018  B 93089.94291199  .44383781 +33000-4 +34235-3 0  9995 | 2 22586 064.9830 041.1418 0105012 053.2081 049.5105 16.37051496000064 | 1993/03/30-22:37:47   23.9073   87.9630     6551.7947     5863.7776     7239.8118  48.937632  42.753929  -0.007965   0.104710
1 22587U 93011E   98079.81401554  .02253118  34479-2  48196-2 0  9990 | 2 22587 031.1029 308.1231 0005684 265.3320 095.1337 15.98266144279949 | 1998/03/20-19:32:10  162.5848   90.0976     6657.3661     6619.5256     6695.2066  19.201472 -24.468222  -0.004742  -0.003133
1 22588U 93019  A 94061.28287530  .03833534 +60020-4 +27570-3 0  9997 | 2 22588 051.6130 330.3853 0016476 315.2356 044.7426 16.39505946052784 | 1994/03/02-06:47:20  291.3036   87.8313     6545.2541     6437.4145     6653.0937  44.870700 -25.505335   0.004437  -0.015867
1 22589U 93019  B 93091.54706584  .18052466 +61258-4 +25820-3 0  9997 | 2 22589 051.6379 244.1685 0004984 127.7934 233.0939 16.48628864000234 | 1993/04/01-13:07:46  141.7884   87.3453     6521.0857     6488.5846     6553.5868 -22.499976 -46.478208   0.004876   0.001033
1 22590U 93020A   25292.22537954  .00000108  00000-0  96607-4 0  9990 | 2 22590  82.9303 319.7280 0021757 244.5528 187.5643 13.75609821633656 | 2025/10/19-05:24:32   77.2369  104.6808     7357.6365     7197.5564     7517.7166  63.274519 -53.607555  -0.019832  -0.008947
1 22591U 93020B   25292.28506416  .00000229  00000-0  21328-3 0  9997 | 2 22591  82.9250 289.6321 0026519 121.9269  14.2254 13.77724869635849 | 2025/10/19-06:50:29   64.8429  104.5201     7350.1044     7155.1870     7545.0218  27.861084 -78.104517   0.016487   0.020771
1 22592U 93021  A 93157.53783010  .00668975 +36000-4 +26219-3 0  9994 | 2 22592 062.8329 100.5667 0102006 046.8983 314.0389 16.11668424010439 | 1993/06/06-12:54:28  347.0591   89.3484     6620.4073     5945.0860     7295.7286 -11.522300  61.767386  -0.085997   0.054860
1 22593U 93021  B 93097.16386207  .09770032 +42839-4 +50397-3 0  9992 | 2 22593 062.8217 339.8751 0030527 117.7138 242.8457 16.38591986000738 | 1993/04/07-03:55:57  273.9925   87.8803     6547.6877     6347.8064     6747.5690  58.986109 -21.614923  -0.004032   0.030260
1 22594U 93022A   22067.56040426  .25096828  94672-5  17925-3 0  9992 | 2 22594  61.0920 209.5561 0080750 254.3307 182.2461 16.42296010327449 | 2022/03/08-13:26:58   81.8480   87.6821     6537.8389     6009.9084     7065.7694 -53.142289 -30.135188  -0.019380   0.078390
1 22595U 93022  B 93129.81464365  .07927054 +42574-4 +71321-3 0  9997 | 2 22595 062.7461 305.2984 0039749 131.2739 230.1352 16.34451657005227 | 1993/05/09-19:33:05  214.1831   88.1029     6558.7406     6298.0372     6819.4440  36.256882 -51.210463   0.009230   0.038662
1 22596U 93022  C 93112.44160565  .09254714 +43118-4 +24547-3 0  9995 | 2 22596 062.7986 011.9690 0046380 136.6298 224.7913 16.39258885002472 | 1993/04/22-10:35:54  356.0831   87.8446     6545.9117     6242.3123     6849.5111  61.433355  13.023326  -0.039587   0.024165
1 22597U 93022D   09041.97742880  .99999999  89616-5  40749-3 0  9994 | 2 22597 061.9681 025.3941 0141430 260.7228 193.1775 16.38286337123996 | 2009/02/10-23:27:29   13.7457   87.8967     6548.5021     5622.3474     7474.6567  55.980709  26.574531   0.039261  -0.135871
1 22598U 92093HX  25291.98258184  .00000814  00000-0  51728-3 0  9992 | 2 22598  70.6421 134.6833 0090288 319.5223  39.9197 14.04947993673541 | 2025/10/18-23:34:55  247.3103  102.4949     7254.8484     6599.8227     7909.8742 -49.674641  50.226848  -0.006621   0.090045
