# SPACE DATA - CATALOG TLEs (nice format)
# Generated : 2026/03/21-13:43:36
#
#                  LINE 1                                             |                 LINE 2                                                |      DERIVED PARAMETERS
# --------------------------------------------------------------------+-----------------------------------------------------------------------+------------------------------------------------------------------------------------------------------------------------------
# NORAD  COSPAR     TLE_EPOCH      MEANMOT1 MEANMOT2   BSTAR  #  REV  |   NORAD    INC     RAAN     ECC    ARGPER  MEANANOM   MEANMOT     REV |  CAL_DATE              LONG      ARG_LAT     TANOM    PERIOD        SMA         PERIGEE        APOGEE      INC_X      INC_Y      ECC_X      ECC_Y
# ------ ------   -------------- ----------  -------  ------- -- ----     -----  ------- -------- ------- -------- -------- -----------  ----   ------------------- ---------  --------- ---------  --------  ------------  ------------   ----------- ---------- ----------  ---------  ---------
1 42006U 17008BL  23028.24831693  .17551838  24423-5  64551-3 0  9991 | 2 42006  97.2230 107.3652 0006731 272.4786  87.5745 16.43793656332086 | 2023/01/28-05:57:34  289.9595    0.1302   87.6516   87.6022     6533.8673     6529.4693     6538.2652 -29.017289  92.791749   0.000633   0.000228
1 42007U 17008BM  23042.55211073  .07103612  23539-5  23289-2 0  9997 | 2 42007  97.2343 121.8120 0010233 291.4849  68.5352 16.25886648334478 | 2023/02/11-13:15:02   38.3247    0.1293   68.6444   88.5671     6581.7543     6575.0192     6588.4894 -51.255485  82.627988   0.000612   0.000820
1 42008U 17008BN  23039.19026591  .14603223  25137-5  12833-2 0  9993 | 2 42008  97.2308 117.0007 0006666 245.7914 114.2689 16.39290381333830 | 2023/02/08-04:33:58  270.1445    0.1299  114.3385   87.8429     6545.8279     6541.4644     6550.1913 -44.142918  86.632738   0.000666   0.000032
1 42009U 17008BP  23034.91623828  .35764911  22499-5  52333-3 0  9998 | 2 42009  97.1979 108.9275 0007314 296.0730  64.4640 16.48606343332961 | 2023/02/03-21:59:22  174.6082    0.6127   64.5397   87.3465     6521.1451     6516.3755     6525.9147 -31.528226  91.942388   0.000517   0.000517
1 42010U 17008BQ  23071.65683297  .15305099  24417-5  94515-3 0  9994 | 2 42010  97.2163 145.5778 0010077 267.7947  92.2200 16.41039678337914 | 2023/03/12-15:45:50   81.0545    0.1301   92.3354   87.7492     6541.1753     6534.5837     6547.7668 -80.193194  54.955078   0.000601   0.000809
1 42011U 17008BR  23024.90302657  .13620950  24324-5  66594-3 0  9996 | 2 42011  97.2177 102.4233 0012001 279.2304  80.7639 16.41777758330865 | 2023/01/24-21:40:21  167.0184    0.1301   80.8997   87.7098     6539.2147     6531.3670     6547.0624 -20.914685  94.941335   0.001115   0.000443
1 42012U 17008BS  23039.06977433  .15124187  25604-5  12475-2 0  9993 | 2 42012  97.2256 116.2975 0008123 221.7813 138.2867 16.39787153333612 | 2023/02/08-01:40:28  227.2275    0.1299  138.3486   87.8163     6544.5058     6539.1897     6549.8219 -43.074059  87.163311   0.000754  -0.000303
1 42013U 17008BT  22342.95026925  .01537139  15544-2  21467-2 0  9999 | 2 42013  97.2441  57.7901 0006554 298.4683  61.5938 16.06253250324380 | 2022/12/08-22:48:23  182.3599    0.1282   61.6599   89.6496     6635.2786     6630.9298     6639.6273  51.833291  82.278338   0.000654  -0.000043
1 42014U 17008BU  23037.88996961  .11037946  23719-5  19656-2 0  9995 | 2 42014  97.2173 111.2361 0009130 283.8162  76.4672 16.32585860333364 | 2023/02/06-21:21:33  166.0042    0.3851   76.5689   88.2036     6563.7367     6557.7441     6569.7294 -35.213265  90.615834   0.000747   0.000524
1 42015U 17008BV  23332.13550576  .11791653  24087-5  42855-3 0  9999 | 2 42015  97.1503  39.8233 0008517 270.0130  90.0196 16.43624330378556 | 2023/11/28-03:15:07  256.3238    0.1302   90.1172   87.6113     6534.3160     6528.7507     6539.8813  74.613680  62.217197   0.000546  -0.000654
1 42016U 17008BW  23204.99452570  .06708397  23815-5  10367-2 0  9994 | 2 42016  97.1850 278.5320 0015441 258.3858 101.5706 16.33716732359282 | 2023/07/23-23:52:07  201.4862    0.1297  101.7439   88.1426     6560.7074     6550.5770     6570.8378  14.418538 -96.109469  -0.001542   0.000083
1 42017U 17008BX  23199.44167461  .08967960  24048-5  93873-3 0  9998 | 2 42017  97.1901 272.9585 0015059 261.6732  98.2859 16.37376287358454 | 2023/07/18-10:36:00    2.9954    0.1298   98.4566   87.9456     6550.9283     6541.0632     6560.7933   5.016236 -97.060563  -0.001499   0.000141
1 42018U 17008BY  23018.48258247  .14356311  24229-5  76715-3 0  9992 | 2 42018  97.2124  91.3501 0011049 279.1495  80.8556 16.41519517329166 | 2023/01/18-11:34:55   20.9654    0.1301   80.9806   87.7236     6539.9005     6532.6746     6547.1264  -2.290471  97.185413   0.001086   0.000201
1 42019U 17008BZ  23038.28297387  .09944031  23961-5  15460-2 0  9998 | 2 42019  97.2484 112.8712 0008547 284.4585 114.8549 16.33963292333302 | 2023/02/07-06:47:28  267.5930   39.4022  114.9437   88.1293     6560.0474     6554.4405     6565.6543 -37.796647  89.602817   0.000680   0.000518
1 42020U 17008CA  23024.73557546  .09177266  23897-5  13285-2 0  9990 | 2 42020  97.2287 103.8695 0010055 289.1081  70.9127 16.34607923330426 | 2023/01/24-17:39:13  104.9323    0.1297   71.0216   88.0945     6558.3226     6551.7282     6564.9170 -23.306815  94.393922   0.000843   0.000547
1 42021U 17008CB  23048.66219218  .05790699  23541-5  19623-2 0  9995 | 2 42021  97.2466 126.8418 0010436 308.9769  51.0592 16.25491666335167 | 2023/02/17-15:53:33   79.0389    0.1292   51.1523   88.5886     6582.8205     6575.9506     6589.6903 -58.309801  77.825884   0.000256   0.001012
1 42022U 17008CC  22363.25650626  .13273284  23914-5  94763-3 0  9990 | 2 42022  97.2223  79.7707 0009307 291.1012  68.9293 16.40555930326678 | 2022/12/29-06:09:22  290.9733    0.1301   69.0289   87.7751     6542.4611     6536.3720     6548.5501  17.265515  95.676944   0.000914   0.000176
1 42023U 17008CD  23021.46415425  .35978797  24973-5  82483-3 0  9999 | 2 42023  97.2089  94.5345 0008302 264.2373 218.0836 16.45972646330855 | 2023/01/21-11:08:22  251.7483  122.2623  218.0250   87.4863     6528.0995     6522.6799     6533.5191  -7.685274  96.904627   0.000830  -0.000018
1 42024U 17008CE  22364.84537542  .10628165  23889-5  15864-2 0  9993 | 2 42024  97.2314  81.8033 0009109 284.1371  75.8913 16.34344361326939 | 2022/12/30-20:17:20  142.0953    0.1297   75.9926   88.1087     6559.0277     6553.0530     6565.0023  13.862468  96.238127   0.000906   0.000094
1 42025U 17008CF  23049.74094882  .13288225  24431-5  66951-3 0  9999 | 2 42025  97.2225 126.3007 0009789 271.1878  88.8302 16.41956729335244 | 2023/02/18-17:46:57  109.0890    0.1302   88.9424   87.7002     6538.7395     6532.3387     6545.1403 -57.557959  78.353659   0.000777   0.000596
1 42026U 17008CG  23044.17556005  .15193141  24148-5  68105-3 0  9994 | 2 42026  97.2127 118.0836 0009796 281.8726  78.2777 16.42479165332344 | 2023/02/13-04:12:48  268.5792    0.2602   78.3876   87.6723     6537.3529     6530.9489     6543.7569 -45.763789  85.767037   0.000751   0.000629
1 42027U 17008CH  23031.24574145  .10540352  24002-5  10645-2 0  9993 | 2 42027  97.2164 104.2529 0008729 281.0159  79.0158 16.38002517332305 | 2023/01/31-05:53:52  295.1201    0.1299   79.1140   87.9120     6549.2585     6543.5416     6554.9753 -23.934906  94.223928   0.000789   0.000373
1 42028U 17008CJ  23020.05498315  .50978373  24000-5  42672-3 0  9991 | 2 42028  97.1999  93.3365 0014113 327.9491 103.7304 16.51607684330486 | 2023/01/20-01:19:10  154.4955   71.8365  103.8874   87.1878     6513.2425     6504.0503     6522.4346  -5.657035  97.035141   0.000678   0.001238
1 42029U 17008CK  23020.72010795  .18089041  24642-5  39325-3 0  9990 | 2 42029  97.2170  94.0759 0009237 270.0509  89.9736 16.46152552329905 | 2023/01/20-17:16:57  105.1825    0.1303   90.0794   87.4767     6527.6239     6521.5943     6533.6534  -6.909979  96.971116   0.000921   0.000066
1 42030U 17008CL  23002.92172543  .08997356  23566-5  23618-2 0  9991 | 2 42030  97.2260  80.8688 0008674 286.3474  73.6866 16.28471211328264 | 2023/01/02-22:07:17  173.6192    0.1294   73.7820   88.4265     6574.7885     6569.0855     6580.4914  15.429351  95.993907   0.000861   0.000109
1 42031U 17008CM  23059.34554978  .88948762  25850-5  44249-3 0  9993 | 2 42031  97.2199 132.5738 0014454 132.3750 294.2388 16.55547256336696 | 2023/02/28-08:17:35  263.9411   66.4627  294.0877   86.9803     6502.9057     6493.5064     6512.3050 -65.773083  71.593369  -0.000127  -0.001440
1 42032U 17008CN  23016.78361660  .13302688  24160-5  89418-3 0  9998 | 2 42032  97.2241  93.3255 0010482 283.7032  76.3101 16.40627614330196 | 2023/01/16-18:48:24  124.9892    0.1300   76.4268   87.7713     6542.2705     6535.4129     6549.1281  -5.639809  97.060384   0.001002   0.000307
1 42033U 17008CP  23057.39367631  .07343537  23484-5  20059-2 0  9999 | 2 42033  97.1961 135.2669 0007750 275.0797  84.9612 16.28052036335313 | 2023/02/26-09:26:53  343.2695    0.1294   85.0497   88.4493     6575.9170     6570.8206     6581.0133 -69.047429  68.407122   0.000495   0.000597
1 42034U 17008CQ  23019.97486659  .14118309  22607-5  21181-2 0  9992 | 2 42034  97.2266  92.9144 0006656 333.2683 103.5155 16.34367889330615 | 2023/01/19-23:23:48  120.8137   76.8579  103.5896   88.1075     6558.9647     6554.5991     6563.3304  -4.943384  97.100848   0.000269   0.000609
1 42035U 17008CR  23028.92139142  .71558946  23157-5  28454-3 0  9990 | 2 42035  97.2068 107.0895 0013389  30.3180  56.5472 16.57491137330309 | 2023/01/28-22:06:48   86.0726   86.9933   56.6753   86.8783     6497.8203     6489.1204     6506.5203 -28.565692  92.914817  -0.000986   0.000906
1 42036U 17008CS  22357.96834619  .11735706  23866-5  13915-2 0  9997 | 2 42036  97.2334  75.3661 0009326 291.6794  68.3511 16.36523485326201 | 2022/12/23-23:14:25  186.1441    0.1299   68.4505   87.9914     6553.2039     6547.0924     6559.3154  24.565229  94.079135   0.000926   0.000114
1 42037U 17008CT  23010.42899729  .07569677  23682-5  15740-2 0  9990 | 2 42037  97.2277  90.6762 0008450 290.0793  69.9592 16.31002324329555 | 2023/01/10-10:17:45  354.3235    0.1295   70.0502   88.2893     6567.9845     6562.4346     6573.5345  -1.147447  97.220929   0.000790   0.000299
1 42038U 17008CU  23036.13907448  .13828503  23651-5  12552-2 0  9992 | 2 42038  97.1906 112.7594 0010011 293.5068  66.5179 16.38891483333279 | 2023/02/05-03:20:16  252.9385    0.1300   66.6232   87.8643     6546.8900     6540.3359     6553.4441 -37.599375  89.623098   0.000692   0.000723
1 42039U 17008CV  23015.64054245  .19558927  22711-5  42172-3 0  9998 | 2 42039  97.2128  95.9382 0007869 321.6981  38.3763 16.46350665329607 | 2023/01/15-15:22:22   69.5393    0.1304   38.4323   87.4662     6527.1002     6521.9640     6532.2364 -10.057218  96.691162   0.000421   0.000665
1 42040U 17008CW  22360.22152007  .07513358  23815-5  15028-2 0  9992 | 2 42040  97.2443  75.6512 0008425 288.8017  71.2364 16.31410323326413 | 2022/12/26-05:18:59  279.4635    0.1295   71.3278   88.2672     6566.8894     6561.3568     6572.4220  24.099496  94.210765   0.000840   0.000065
1 42041U 17008CX  23024.43790976  .22322978  25256-5  65480-3 0  9999 | 2 42041  97.2156  97.5393 0005802 258.5902 226.2048 16.44993273331329 | 2023/01/24-10:30:35  239.7288  124.7470  226.1568   87.5384     6530.6903     6526.9012     6534.4794 -12.755290  96.375181   0.000579  -0.000039
1 42042U 17008CY  22356.14304623  .11907536  23798-5  15467-2 0  9990 | 2 42042  97.2249  74.1939 0008407 287.0220  73.0156 16.35703099326602 | 2022/12/22-03:25:59  248.5740    0.1298   73.1078   88.0355     6555.3949     6549.8838     6560.9060  26.482380  93.548729   0.000841   0.000018
1 42043U 17008CZ  23038.56939792  .15219322  24107-5  75686-3 0  9994 | 2 42043  97.2084 115.8029 0010110 282.1905  77.8263 16.41969559332906 | 2023/02/07-13:39:55   46.6494    0.1301   77.9396   87.6996     6538.7054     6532.0948     6545.3161 -42.312548  87.516406   0.000797   0.000622
1 42044U 17008DA  23054.06438233  .03840262  23366-5  16273-2 0  9994 | 2 42044  97.2106 129.3176 0012536 277.9859  82.0009 16.22716876335336 | 2023/02/23-01:32:42  227.1210    0.1291   82.1432   88.7401     6590.3226     6582.0610     6598.5842 -61.594439  75.206554   0.000850   0.000921
1 42045U 17008DB  22354.82599615  .07895306  23638-5  14578-2 0  9994 | 2 42045  97.2208  70.0738 0008736 296.0657  63.9739 16.32229149325634 | 2022/12/20-19:49:26  136.9440    0.1296   64.0639   88.2229     6564.6930     6558.9581     6570.4279  33.133771  91.400422   0.000869   0.000093
1 42046U 17008DC  22352.18837273  .04686321  23320-5  20758-2 0  9994 | 2 42046  97.2365  69.0806 0007105 294.7258  65.3293 16.22318789325318 | 2022/12/18-04:31:15  266.1332    0.1291   65.4033   88.7618     6591.4006     6586.7174     6596.0838  34.718710  90.827023   0.000709   0.000047
1 42047U 17008DD  22337.67764099  .05133984  23218-5  24212-2 0  9995 | 2 42047  97.2267  53.1654 0006553 291.3167  68.7423 16.21536134322946 | 2022/12/03-16:15:48   83.3762    0.1290   68.8123   88.8047     6593.5214     6589.2007     6597.8421  58.288091  77.817284   0.000631  -0.000175
1 42048U 17008DE  23087.75882437  .15109801  24382-5  64592-3 0  9996 | 2 42048  97.2042 161.3162 0014237 270.4323  89.5346 16.42075425340224 | 2023/03/28-18:12:42  118.0519    0.1300   89.6977   87.6939     6538.4244     6529.1157     6547.7332 -92.081625  31.138895   0.000446   0.001352
1 42049U 17008DF  23056.60390729  .08799784  27728-5  22190-3 0  9997 | 2 42049  97.4857 132.3854 0055857  63.9006 294.8285 16.37995814335036 | 2023/02/25-14:29:37   61.5893  358.1465  294.2459   87.9123     6549.2764     6512.6941     6585.8586 -65.716494  72.005584  -0.005362  -0.001566
1 42050U 17008DG  23038.81626695  .14921416  24387-5  54368-3 0  9992 | 2 42050  97.2174 116.7475 0010039 275.4369  84.5787 16.43414231333707 | 2023/02/07-19:35:25  135.0676    0.1301   84.6932   87.6225     6534.8729     6528.3125     6541.4333 -43.753612  86.815000   0.000850   0.000535
1 42051U 17008DH  23019.50828649  .13485280  24127-5  10433-2 0  9990 | 2 42051  97.2418 101.1037 0010425 289.7740  70.2435 16.40067228328513 | 2023/01/19-12:11:55   20.5001    0.1300   70.3560   87.8013     6543.7607     6536.9388     6550.5825 -18.727345  95.421456   0.000895   0.000535
1 42052U 17008DJ  24280.53154569  .17380496  24791-5  21098-3 0  9992 | 2 42052  97.1909   8.5935 0010702 264.4867 226.3921 16.49429290427900 | 2024/10/06-12:45:25  247.5851  130.7901  226.3034   87.3029     6518.9759     6511.9993     6525.9525  96.099771  14.522573   0.000058  -0.001069
1 42053U 17009A   17077.58008207 +.00001743 +00000-0 +33487-4 0  9997 | 2 42053 051.6421 129.9559 0006873 308.4095 172.2983 15.54222926047661 | 2017/03/18-13:55:19  314.5633  120.7183  172.3088   92.6508     6782.5494     6777.8878     6787.2111 -33.164443  39.585682   0.000139   0.000673
1 42054U 17009B   17054.64124734  .33563489  12657-4  74745-3 0  9996 | 2 42054  51.6141 243.2146 0012201  57.5493 316.4888 16.45524081   640 | 2017/02/23-15:23:23  307.4416   13.9417  316.3924   87.5101     6529.2858     6521.3194     6537.2522 -23.259898 -46.075942   0.000624  -0.001048
1 42055U 17009C   17054.70462848  .20605134  12635-4  16095-2 0  9994 | 2 42055  51.6344 242.8570 0027109  47.5897 312.9296 16.37530112   661 | 2017/02/23-16:54:39  344.2596    0.2913  312.7016   87.9373     6550.5180     6532.7602     6568.2758 -23.556278 -45.947938   0.000947  -0.002540
1 42056U 17010A   17200.53580868 +.00002699 +00000-0 +47931-4 0  9993 | 2 42056 051.6411 237.0740 0006096 050.6741 101.3213 15.54187590066787 | 2017/07/19-12:51:33  281.3633  152.0639  101.3898   92.6529     6782.6522     6778.5175     6786.7869 -28.069799 -43.346160   0.000186  -0.000581
1 42057U 17010B   17055.38097437  .17322659  12954-4  10500-3 0  9995 | 2 42057  51.5742 239.6884 0016356  45.8717 315.7789 16.53059634   324 | 2017/02/24-09:08:36  231.1177    1.5197  315.6480   87.1112     6509.4280     6498.7812     6520.0748 -26.029623 -44.523666   0.000439  -0.001576
1 42059U 98067LA  18339.01149046  .06405725  12366-4  60592-3 0  9995 | 2 42059  51.6130 167.8594 0005581 291.7965  68.1758 16.37729977100369 | 2018/12/05-00:16:32   90.5651    0.0317   68.2352   87.9266     6549.9851     6546.3295     6553.6406 -50.458647  10.854801  -0.000094   0.000550
1 42060U 82092C   17053.97756284  .04969637  45074-1  93650-2 0  9997 | 2 42060  82.5353  37.3513 0012359 159.6491 200.5285 16.05057568 26123 | 2017/02/22-23:27:41  287.9178    0.1280  200.4789   89.7164     6638.5735     6630.3688     6646.7781  65.609835  50.074198  -0.001182  -0.000361
1 42061U 17012A   23187.58073746  .12626825  24105-5  25628-3 0  9990 | 2 42061  97.0952 206.3665 0012616 247.1172 112.8800 16.46139019361432 | 2023/07/06-13:56:15  107.0725    0.1303  113.0131   87.4774     6527.6596     6519.4243     6535.8949 -86.994540 -43.121085  -0.000077   0.001259
1 42062U 17012B   17097.89746973 +.13029411 +20380-5 +17812-3 0  9993 | 2 42062 096.6519 110.9826 0021112 215.0179 145.6163 16.47495838005737 | 2017/04/07-21:32:21  228.2071    0.7705  145.7526   87.4054     6524.0752     6510.3016     6537.8488 -34.609539  90.242837   0.001750  -0.001181
1 42063U 17013A   26080.58508916  .00000266  00000-0  11823-3 0  9997 | 2 42063  98.5691 156.6061 0001161  91.3609 268.7707 14.30812156472110 | 2026/03/21-14:02:31   53.0790    0.1183  268.7574  100.6421     7167.1544     7166.3223     7167.9865 -90.466415  39.136879  -0.000044  -0.000108
1 42064U 17013B   17066.15121791 -.00000044  00000-0  00000+0 0  9993 | 2 42064  98.5414 142.4841 0016040 321.6621  71.5680 14.32908203    04 | 2017/03/07-03:37:45  224.4192   33.4046   71.7425  100.4949     7160.1633     7148.6784     7171.6482 -78.161499  60.009896  -0.000392   0.001555
1 42066U 98067LB  17209.88343381 +.08994048 +12072-4 +17432-2 0  9992 | 2 42066 051.6145 172.1074 0006271 221.2784 138.7765 16.30922023022443 | 2017/07/28-21:12:08  272.9723    0.1022  138.8238   88.2936     6568.2001     6564.0812     6572.3190 -51.125567   7.087528   0.000524   0.000345
1 42067U 98067LC  18104.90495566 +.09503622 +12400-4 +83726-3 0  9994 | 2 42067 051.6203 284.7698 0009392 289.2689 070.7320 16.38216420063392 | 2018/04/14-21:43:08   64.4247    0.1025   70.8336   87.9005     6548.6884     6542.5379     6554.8389  13.159879 -49.914657  -0.000778  -0.000526
1 42068U 98067LD  18276.57796935  .05750731  12379-4  45595-3 0  9990 | 2 42068  51.6138 125.1133 0009436 273.2644 116.3545 16.39102120 90506 | 2018/10/03-13:52:16  245.6332   29.7157  116.4513   87.8530     6546.3291     6540.1520     6552.5062 -29.688008  42.220926   0.000740   0.000586
1 42069U 98067LE  18317.41612592  .10409091  12363-4  80363-3 0  9997 | 2 42069  51.6091 277.8449 0001444 157.4191 202.7513 16.39515188 96953 | 2018/11/13-09:59:13  105.1658    0.1640  202.7449   87.8308     6545.2295     6544.2844     6546.1746   7.044226 -51.126100   0.000037   0.000140
1 42070U 17014A   26080.16225366  .00000000  00000-0  00000-0 0  9993 | 2 42070   0.0201 173.6907 0002001 177.4959 136.0093  1.00270398 33048 | 2026/03/21-03:53:38  290.5521  313.5211  136.0252 1436.1168    42165.1208    42156.6836    42173.5580  -0.019978   0.002209   0.000198  -0.000031
1 42071U 17014B   22037.10683484  .39188954 -15565-4  96870-3 0  9992 | 2 42071  22.1620  47.9457 0215695 292.8957 118.4546 16.03376730 68015 | 2022/02/06-02:33:50  255.9791   53.4953  120.5996   89.8105     6643.2122     6499.9214     6786.5029  14.844874  16.455514   0.020375  -0.007079
1 42073U 17015B   23344.70446581  .15493744  22827-5  16716-3 0  9998 | 2 42073  97.0018 337.4222 0005829 285.6484 165.6059 16.50612398376680 | 2023/12/10-16:54:25   84.2919   91.2709  165.6225   87.2403     6515.8604     6512.0623     6519.6585  89.567490 -37.242637  -0.000070  -0.000579
1 42075U 17016A   26080.34042640 -.00000094  00000-0  00000-0 0  9996 | 2 42075   0.0111 219.6401 0001046  20.3207  49.4919  1.00269811 33012 | 2026/03/21-08:10:12  192.7882   69.8217   49.5010 1436.1252    42165.2854    42160.8749    42169.6958  -0.008548  -0.007081  -0.000052  -0.000091
1 42076U 17016B   17078.25893080 -.00017756 +24694-4 -28243-3 0  9991 | 2 42076 026.9902 008.1514 7642205 172.8239 167.3234 02.04140077000007 | 2017/03/19-06:12:51  102.6498  350.1911  177.3672  705.3980    26249.2153     6189.0269    46309.4038  26.717514   3.826922  -0.764110  -0.013008
